id|word|kana
1920|シェイク|SHEIKU
1921|クランベリー|KURANBERI-
1922|ジャム|JAMU
1923|ダンディ|DANDI
1924|はめ外す|HAMEHAZUSU
1925|マセガキ|MASEGAJI
1926|メルヘン|MERUHEN
1927|焦燥|SHOUSOU
1928|ブルーム|BURU-MU
1929|シトラス|SHITORASU
1930|アザレア|AZAREA
1931|エンドルフィン|ENDORUFIN
1932|マチエール|MACHE-RU
1933|ケーキ|KE-KI
1934|ソーダ|SO-DA
1935|シャツ|SHATSU
1936|オーブ|O-BU
1937|惑い|MADOI
1938|消えろ|KIERO
1939|スクリーン|SUKURI-N
1940|コンマ|KONMA
1941|鮮血|SENKETSU
1942|アウト|AUTO
1943|デコルテ|DEKORUTE
1944|飽き飽き|AKIAKI
1945|ルーザー|RU-ZA-
1946|悪天候|AKUTENKOU
1947|すれすれ|SURESURE
1948|不甲斐ない|FUKAINAI
1949|ぐしゃぐしゃ|GUSHAGUSHA
1950|ピース|PI-SU
1951|黒焦げ|KUROKOGE
1952|修羅|SHURA
1953|アイラービュー|AIRA-BYU-
1954|迷妄|MEIMOU
1955|とんちんかん|TONCHINKAN
1956|あばら屋|ABARAYA
1957|バカンス|BAKANSU
1958|ハングオーバー|HANGUO-BA-
1959|ステレオ|SUTEREO
1960|ジャンク|JANKU
1961|火花|HIBANA
1962|でたらめ|DETARAME
1963|嘯く|USOBUKU
1964|茹だる|UDARU
1965|レイニー|REINI-
1966|フリーズ|FURI-ZU
1967|ドライ|DORAI
1968|口笛|KUCHIBUE
1969|スヌーズ|SUNU-ZU
1970|ストロー|SUTORO-
1971|ぐずつく|GUZUTSUKU
1972|トンネル|TONNERU
1973|グラフィティ|GURAFITHI
1974|空洞|KUUDOU
1975|ハレルヤ|HARERUYA
1976|コメディ|KOMEDI
1977|レイトショー|REITOSHO-
1978|ブーケ|BU-KE
1979|フレンチ|FURENCHI
1980|ハニー|HANI-
1981|腹ペコ|HARAPEKO
1982|クラっと|KURATTO
1983|刃物|HAMONO
1984|エグい|EGUI
1985|エンドロール|ENDORO-RU
1986|石ころ|ISHIKORO
1987|意気地なし|IKUJINASHI
1988|ほころび|HOKOROBI
1989|道徳|DOUTOKU
1990|ハイウェイ|HAIWEI
1991|ローファイ|RO-FAI
1992|メロウ|MEROU
1993|暴論|BOURON
1994|シック|SHIKKU
1995|セオリー|SEORI-
1996|エクスタシー|EKUSUTASHI-
1997|瓦礫|GUREKI
1998|地球儀|CHIKYUUGI
1999|あの頃|ANOKORO
2000|ホコリ|HOKORI
2001|輪郭|RINKAKU
2002|ヘルプ|HERUPU
2003|プリーズ|PURI-ZU
2004|レスト|RESUTO
2005|ハングリー|HANGURI-
2006|箱庭|HAKONIWA
2007|反響|HANKYOU
2008|電波|DENPA
2009|待ちわびる|MACHIWABIRU
2010|別世界|BESSEKAI
2011|孵化|FUKA
2012|流刑地|RUKEICHI
2013|断面|DANMEN
2014|虚ろ|UTSURO
2015|フィロソフィア|FIROSOFIA
2016|エコー|EKO-
2017|語り合う|KATARIAU
2018|フード|FU-DO
2019|ファズ|FAZU
2020|獰猛|DOUMOU
2021|カルテット|KARUTETTO
2022|フォルテ|FORUTE
2023|なぐり書き|NAGURIGAKI
2024|ぶちまけ|BUCHIMAKE
2025|エリクサー|ERIKUSA-
2026|半径|HANKEI
2027|圧力|ATSURYOKU
2028|シグナル|SHIGUNARU
2029|プリズム|PURIZUMU
2030|色とりどり|Irotoridori
2031|甲高く|KANDAKAKU
2032|つんざく|TSUNZAKU
2033|列車|RESSHA
2034|後光|GOKOU
2035|不協和音|FUKYOWAON
2036|切っブス|KIPPUSU (KIREBUSU)
2037|ベル|BERU
2038|放つ|HANATSU
2039|離れ離れ|HANAREBANARE
2040|笑って見せて|WARATTEMISETE
2041|困らせて|KOMARASETE
2042|逃げないで|NIGENAIDE
2043|切り裂く|KIRISAKU
2044|ボート|BO-TO
2045|泥|DORO
2046|飛び跳ねる|TOBIHANERU
2047|ガーベラ|GA-BERA
2048|花園|HANAZONO
2049|のろま|NOROMA
2050|でこぼこ|DEKOBOKO
2051|的外れ|MATOHAZURE
2052|ゴリゴリ|GORIGORI
2053|夢オチ|YUME OCHI
2054|河原|KAWARA
2055|エピソード|EPISO-DO
2056|しかめつら|SHIKAMETSURA
2057|セリフ|SERIFU
2058|片隅|KATASUMI
2059|三日月|MIKAZUKI
2060|グラデーション|GURADE-SHON
2061|ビスケット|BISUKETTO
2062|クッキー|KUKKI-
2063|はちみつ|HACHIMITSU
2064|子犬|KOINU
2065|シャイ|SHAI
2066|蝶々結び|CHOUCHOUMUSUBI
2067|魔女|MAJO
2068|うすうす|USUUSU
2069|ラズベリー|RAZUBERI-
2070|いびつ|IBITSU
2071|愛せるかしら|AISERUKASHIRA
2072|染める|SOMERU
2073|子どもみたいな|KODOMOMITAINA
2074|一度きりなら|ICHIDOKIRINARA
2075|届きそう|TODOKISOU
2076|シャワー|SHAWA-
2077|手帳|TECHOU
2078|あてもないのに|ATEMONAIONONI
2079|ナイフ|NAIFU
2080|満月|MANGETSU
2081|そばで|SOBADE
2082|じゃれる|JARERU
2083|束縛|SOKUBAKU
2084|ハラハラ|HARAHARA
2085|洗いたてブラウス|ARAITATEBURAUSU
2086|笑い飛ばす|WARAITOBASU
2087|薄曇り|USUGUMORI
2088|ささやいた|SASAYAITA
2089|角砂糖|KAKUZATOU
2090|ないものねだり|NAIMONONEDARI
2091|置き去り|OKIZARI
2092|宿題|SHUKUDAI
2093|フレイバー|FUREIBA-
2094|ささやいて|SASAYAITE
2095|砂地|SNACHI
2096|なまぬるい|NAMANURUI
2097|額|HITAI
2098|余計なこと|YOKEINAKOTO
2099|テンポ|TENPO
2100|ドラマチック|DORAMACHIKKU
2101|カンテラ|KANTERA
2102|食指|SHOKUSHI
2103|パラレル|PARARERU
2104|森羅万象|SHINRABANSHOU
2105|再現|SAIGEN
2106|バーチャル|BA-CHARU
2107|神出鬼没|SHINSHUTSUKIBOTSU
2108|反抗期|HANKOUKI
2109|ゲシュタルト|GESHUTARUTO
2110|ふしだら|FUSHIDARA
2111|不都合|FUTSUGOU
2112|ミッドナイト|MIDDONAITO
2113|深煎り|FUKAIRI
2114|ボーダー|BO-DA-
2115|理不尽|RIFUJIN
2116|自己中|JIKOCHUU
2117|一体感|ITTAIKAN
2118|機械じかけ|KIKAIJIKAKE
2119|地層|CHISOU
2120|胡蝶の夢|KOCHOUNOYUME
2121|ミーム|MI-MU
2122|リール|RI-RU
2123|化身|KESHIN
2124|フラッシュ|FURASSHU
2125|不確か|FUTASHIKA
2126|リズミカル|RIZUMIKARU
2127|アンニュイ|ANNYUI
2128|サンライズ|SANRAIZU
2129|ムーンライト|MU-NRAITO
2130|ぬるま湯|NURUMAYU
2131|フットワーク|FUTTOWA-KU
2132|思考回路|SHIKOUKAIRO
2133|放課後|HOUKAGO
2134|銘々|MEIMEI
2135|流線型|RYUSENKEI
2136|牢獄|ROUGOKU
2137|乖離|KAIRI
2138|ビジネス|BIJINESU
2139|不可解|FUKAKAI
2140|かっぽじって|KAPPOJITTE
2141|水しぶき|MIZUSHIBUKI
2142|スクランブル|SUKURANBURU
2143|交差点|KOUSATEN
2144|歩けど|ARUKEDO
2145|ロンリー|RONRI-
2146|量産型|RYOUSANGATA
2147|ファッション|FASSHON
2148|リスキー|RISUKI-
2149|荒む|SUSAMU
2150|もったいぶって|MOTTAIBUTTE
2151|仮初|KARISOME
2152|ピンとこない|PINTOCONAI
2153|大気圏|TAIKIKEN
2154|灰|HAI
2155|まなざし|MANAZASHI
2156|クレープ|KURE-PU
2157|パイ|PAI
2158|ケーキ|KE-KI
2159|釣り|TSURI
2160|バイク|BAIKU
2161|枯れ木|KAREKI
2162|ベンチ|BENCHI
2163|接ぎ木|TSUGIKI
2164|プロムナード|PUROMUNA-DO
2165|蛇口|JAGUCHI
2166|もぐら|MOGURA
2167|反射|HANSHA
2168|逆光|GYAKKOU
2169|ナンバープレート|NANBA-PURE-TO
2170|ガードレール|GA-DORE-RU
2171|突風|TOPPUU
2172|夢物語|YUMEMONOGATARI
2173|絨毯|JUUTAN
2174|乾いた|KAWAITA
2175|哀愁|AISHUU
2176|廃墟|HAIKYO
2177|挽歌|BANKA
2178|並木道|NAMIKIMICHI
2179|コーポ|KO-PO
2180|団地|DANCHI
2181|マンション|MANSHON
2182|電柱|DENCHU
2183|丸窓|MARUMADO
2184|夢想|MUSOU
2185|定休日|TEIKYUBI
2186|テールランプ|TE-RU RANPU
2187|絵画|KAIGA
2188|車輪|SHARIN
2189|シャンデリア|SHANDERIA
2190|シック|SHIKKU
2191|智に働く|CHINIHATARAKU
2192|つかの間|TSUKANOMA
2193|うららか|URARAKA
2194|胸裏|KYORI
2195|絢爛|KENRAN
2196|心眼|SHINGAN
2197|不動不二|FUDOUFUJI
2198|表裏|HYORI
2199|憂い|UREI
2200|影がさす|KAGEGASASU
2201|棚引く|TANABIKU
2202|方幾里|HOUKIRI
2203|瞬時|SHUNJI
2204|漂う|TADAYOU
2205|暗礁|ANSHOU
2206|あこがるるかなわれ|AKOGARURUKANAWARE
2207|浮世小路|UKIYOKOUJI
2208|影絵|KAGEE
2209|茫々|BOUBOU
2210|薄墨色|USUZUMIIRO
2211|幾条|IKUJOU
2212|銀戦|GINSEN
2213|有り体|ARITEI
2214|逡巡|SHUNJUN
2215|手持ち無沙汰|TEMOCHIBUSATA
2216|空山一路|KUZANICHIRO
2217|寂寞|SEKIMAKU
2218|枝茂き|EDASHIGEKI
2219|深い空|FUKAISORA
2220|なびく|NABIKU
2221|内気|UCHIKI
2222|飄然|HYOUZEN
2223|晩餐|BANSAN
2224|そより|SOYORI
2225|欄間|RANMA
2226|うつつ|UTSUTSU
2227|障子|SHOUJI
2228|影をひたす|KAGEWOHITASU
2229|一縷|ICHIRU
2230|遠のく|TOONOKU
2231|消えんとする|KIYENTOSURU
2232|灯火|TOMOSHIBI
2233|恨み言|URAMIGOTO
2234|袂|TAMOTO
2235|出帰り|DEGAERI
2236|穏当|ONTOU
2237|催促|SAISOKU
2238|憂いのこもる|UREINOKOMORU
2239|眼前|GANZEN
2240|煩悶|HANMON
2241|立脚地|RIKKYAKUCHI
2242|壺中|KOCHUU
2243|摩滅|MAMETSU
2244|琳琅|RINROU
2245|燦爛|SANRAN
2246|衆俗|SHUZOKU
2247|空花乱堕(くうげらんつい)|KUUGERANTSUI
2248|きせつろう|KISETSUROU
2249|孤村|KOSON
2250|春宵|SHUNSHOU
2251|花影|KAEI
2252|月前|GETSUMAE
2253|朧夜|OBOROYA
2254|標榜|HYOUBOU
2255|吹聴|FUICHOU
2256|侮蔑|BUBETSU
2257|遊離|YUURI
2258|散漫|SANMAN
2259|今宵|KOYOMI
2260|うとうと|UTOUTO
2261|恍惚|KOUKOTSU
2262|霞の国|KASUMINOKUNI
2263|睡魔|SUIMA
2264|地を這う|CHIWOHAU
2265|離るる|HANARURU
2266|襟足|ERIASHI
2267|灯影|TOUKAGE
2268|ほのめく|HONOMEKU
2269|幻影|GENEI
2270|夜の幕|YORUNOMAKU
2271|風雲|FUUN
2272|雷霆|RAITEI
2273|円満|ENMAN
2274|平衡|HEIKOU
2275|縋る|SUGARU
2276|至楽|SHIRAKU
2277|はなはだ|HANAHADA
2278|魂消るまで(たまぎるまで)|TAMAGIRUMADE
2279|透明|TOUMEI
2280|半透明|HANTOUMEI
2281|美事(みごと)|MIGOTO
2282|侮る|ANADORU
2283|さえずり|SAEZURI
2284|額|HITAI
2285|喉笛|NODOFUE
2286|辣腕|RATSUWAN
2287|暖簾|NOREN
2288|氷炭相容るる|HYOUTANAIIRURU
2289|幾曲|IKKYOKU
2290|あだとなる|ADATONARU
2291|青嵐|AORASHI (SEIRAN)
2292|人人具足|NINNINGUSOKU
2293|呻吟|SHINGIN
2294|ほとばしる|HOTOBASHIRU
2295|邂逅|KAIKOU
2296|風韻|FUIN
2297|窈然|YOUZEN
2298|スタバ|SUTABA
2299|うんでん|UNDEN
2300|バイパス|BAIPASU
2301|煩う|WAZURAU
2302|索然|SAKUZEN
2303|惝怳|CHOUKOU
2304|索然|SAKUZEN
2305|具象|GUSHOU
2306|花曇り|HANAGUMORI
2307|逡巡|SHUNJUN
2308|涙する|NAMIDASURU
2309|脇目|WAKIME
2310|裾模様|SUSOMOYOU
2311|ぼやける|BOYAKERU
2312|ぼかす|BOKASU
2313|装い|YOSOOI
2314|無頓着|MUTONCHAKU
2315|暁|AKATSUKI
2316|逝く春|YUKUHARU
2317|嬋媛|SENEN
2318|磨墨|SURISUMI
2319|遼遠|RYOUEN
2320|空の底|SORANOSOKO
2321|雨の糸|AMENOITO
2322|御影|MIKAGE
2323|雨だれ|AMADARE
2324|今宵|KOYOMI
2325|ビロード|BIRO-DO
2326|輪郭|RINKAKU
2327|冥邈(めいばく)|MEIBAKU
2328|鐘楼|SHUROU
2329|暇乞|ITOMAGOI
2330|淡い|AWAI
2331|星霜|SEISOU
2332|嵯嵯|SASA
2333|累々|RUIRUI
2334|痩躯|SOUKU
2335|酔狂|SUIKYOU
2336|不即不離|FUSOKUFURI
2337|艶笑|ENSHOU
2338|夜の底|YORUNOSOKO
2339|悲しいほど美しい|KANASHIIHODOUTSUKUSHII
2340|にわかづくり|NIWAKAZUKURI
2341|ほほかむり|HOHOKAMURI
2342|夜光虫|YAKOUCHU
2343|底に沈む|SOKONISHIZUMU
2344|灰色みたいな風|HAIIROMITAINAKAZE
2345|牡丹雪|BOTANYUKI
2346|初音|HATSUNE
2347|夏布団|NATSUBUTON
2348|衣替え|KOROMOGAE
2349|短夜(みじかよ)|MIJIKAYO
2350|雲の峰|KUMONOMINE
2351|夏木立|NATSUKODACHI
2352|夕涼み|YUSUZUMI
2353|十六夜|IZAYOI
2354|そぞろ寒|SOZOROSAMU
2355|一陽来復|ICHIYOU RAIFUKU
2356|冬すみれ|FUYUSUMIRE
2357|ふくら雀|FUKURASUZUME
2358|月と梅|TSUKITOUME
2359|七曜|SHICHIYOU
2360|雪煙|YUKIKEMURI
2361|寒明け|KANAKE
2362|月の兎|TSUKINOUSAGI
2363|雨水|USUI
2364|如月|KISARAGI
2365|彼岸|HIGAN
2366|弥生|YAYOI
2367|清明|SEIMEI
2368|瑠璃|RURI
2369|春暁|SHUNGYOU
2370|砂利|JARI
2371|宵の春|YOINOHARU
2372|麗日|REIBI
2373|マック|MAKKU
2374|タクシー|TAKUSHI-
2375|ポスト|POSUTO
2376|窮屈な夜|KYUKUTSUNAYORU
2377|宿なし|YADONASHI
2378|寝返り|NEGAERI
2379|砂漠|SABAKU
2380|天秤|TENBIN
2381|真理|SHINRI
2382|前後不覚|ZENGOFUKAKU
2383|こけおどし|KOKEODOSHI
2384|バゲット|BAGETTO
2385|カクテル|KAKUTERU
2386|買い足し|KAITASHI
2387|まどろみ|MADOROMI
2388|着流し|KINAGASHI
2389|木の芽時|KINOMETOKI
2390|ひたひた|HITAHITA
2391|ひねもす|HINEMOSU
2392|空の渚|SORANONAGISA
2393|時雨|SHIGURE
2394|可惜夜|ATARAYO
2395|指栞|YUBISHIORI
2396|逃水|NIGEMIZU
2397|水嵩|MIKASA
2398|シャム猫|SHAMUNEKO
2399|妖精|YOUSEI
2400|ティーポット|THI-POTTO
2401|ミラー|MIRA-
2402|かつて|KATSUTE
2403|しきりに|SHIKIRINI
2404|ながらく|NAGARAKU
2405|ほどなく|HODONAKU
2406|しののめ|SHINONOME
2407|小昼|KOHIRU
2408|昼下がり|HIRUSAGARI
2409|火点し頃|HITOMOSHIGORO
2410|逢魔が時|OUMAGATOKI
2411|四六時中|SHIROKUJICHUU
2412|丑三つ時|USHIMITSUDOKI
2413|ブルーアワー|BURU-AWA-
2414|月初め|TSUKIHじめ
2415|三日夜|MIKAYO
2416|待宵|MATSUYOI
2417|輪廻|RINNE
2418|雪解|YUKIGE
2419|夕凪|YUUNAGI
2420|尾根道|ONEMICHI
2421|黄昏の世|TASOGARENOYO
2422|みちのく|MICHINOKU
2423|薄氷|HAKUHYOU (USURAI)
2424|卒業|SOTSUGYOU
2425|砂埃|SUNABOKORI
2426|よそゆき|YOSOYUKI
2427|ショール|SHO-RU
2428|防人|SAKIMORI
2429|命綱|INOCHIZUNA
2430|渦潮|UZUSHIO
2431|踏切|FUMIKIRI
2432|お人好し|OHITOYOSHI
2433|几帳面|KICHOMEN
2434|謙虚|KENKYO
2435|自信家|JISHINKA
2436|知的|CHITEKI
2437|気分屋|KIBUNYA
2438|気弱|KIYOWA
2439|口うるさい|KUCHIURUSAI
2440|幼稚|YOUCHI
2441|東の果て|HIGASHINOHATE
2442|こまやか|KOMAYAKA
2443|間断なく|KANDANNAKU
2444|ミニチュア|MINICHUA
2445|チャーム|CHA-MU
2446|地に伏す|CHINIFUSU
2447|波を描く|NAMIWOEGAKU
2448|淡い日向|AWAIHINATA
2449|夢の塔|YUMENOTOU
2450|塵埃|JINAI
2451|艶な柔らかさ|TSUYANAYAWARAKASA
2452|陰日向|KAGEHINATA
2453|青い氷|AOIKOORI
2454|冷たい薄情|TSUMETAIHAKUJOU
2455|煤けたガラス|SUSUKETAGARASU
2456|旅愁|RYOSHUU
2457|冷たく青む|TSUMETAKUAOMU
2458|残雪の肌|ZANSETSUNOHADA
2459|しいんと良い気持ち|SHIINTOIIKIMOCHI
2460|怪しい快感|AYASHIIKAIKAN
2461|静かな嘘|SHIZUKANAUSO
2462|遠雷|ENRAI
2463|完全な空虚|KANZENNAKUKYO
2464|中間色の揺らぎ|CHUKANSHOKUNOYURAGI
2465|荒い描線|ARAIBYOUSEN
2466|柔らかい蔦|YAWARAKAITSUTA
2467|黄金の小麦|OUGONNOKOMUGI
2468|ひと粒の砂糖|HITOTSUBUNOSATOU
2469|黒い破片|KUROIHAHEN
2470|悲しみは善いこと|KANASHIMIWAYOIKOTO
2471|光の花|HIKARINOHANA
2472|液体のような空気|EKITAINOYOUNAKUUKI
2473|自由の地獄|JIYUUNOJIGOKU
2474|凍りつく音|KOORITSUKUOTO
2475|黒いくらい青い|KUROIKURAIAOI
2476|空は白い 風は無い|SORAWASHIROIKAZEWANAI
2477|ぱっと夏になる|PATTONATSUNINARU
2478|甘い飛行|AMAIFIKOU
2479|漂い飛ぶ月|TADAYOITOBUGETSU
2480|骨まで揺らす|HONEMADEYURASU
2481|黒に近い黄金|KURONICHIKAIOUGON
2482|甘い虚無|AMAIKYOMU
2483|感性|KANSEI
2484|惰眠|DAMIN
2485|旅人の夢|TABIBITONOYUME
2486|寄せ返す波|YOSEKAESUNAMI
2487|オセロの如し|OSERONOGOTOSHI
2488|赤い太陽|AKAITAIYOU
2489|夢見がちな瞳|YUMEMIGACHINAHITOMI
2490|赤い雲の翼|AKAIKUMONOTSUBASA
2491|砂上の旅|SAJOUNOTABI
2492|銀の砂漠|GINNOSABAKU
2493|風もないのに翻る|KAZEMONAIONIHIRUGAERU
2494|新月の吹き流し|SHINGETSUNOFUKINAGASHI
2495|真昼の群青の底|MAHIRUNOGUNJOUNOSOKO
2496|夜景画|YAKEIGA
2497|時計のネジ|TOKEINO NEJI
2498|晴朗な星の夜|SEIROUNAHOSHINOYORU
2499|弧線|KOSEN
2500|永らく待たれた|NAGARAKUMATARETA
2501|私の過去は昨日まで|WATASHINOKAKOWAKINOUMADE
2502|海の向こうは街のような|UMINOMUKOUWAMACHINOYOUNA
2503|一瞬の運命論|ISSHUNNOUNMEIRON
2504|落し物|OTOSHIMONO
2505|星の注視|HOSHINOCHUSHI
2506|矮小なる膨大|WAISHOUNARUBOUDAI
2507|奔流|HONRYU
2508|1枚の絵葉書のよう|ICHIMAINOEHAGAKINOYOU
2509|感情の価値|KANJOUNOKACHI
2510|悪夢の中に忘れてきた|AKUMUNONAKANIWASURETEKITA
2511|漂白|HYOUHAKU
2512|乾いた足音|KAWAITAASHIOTTO
2513|馬鹿にひっそりして|BAKANIHISSORISHITE
2514|眠り起きそして働く|NEMURIOKISOCHITEHATARAKU
2515|万有引力|BANYUUINRYOKU
2516|傾斜|KEISHA
2517|夜の熱|YORUNONETSU
2518|残ったサイレン|NOKOTTASAIREN
2519|思考が蒸発|SHIKOUGAJOUHATSU
2520|光の無い閃光|HIKARINONAISENKOU
2521|音のないドラム|OTONONAIDORAMU
2522|白い炎暑|SHIROIENSHO
2523|世界を欠席|SEKAIWOKESSEKI
2524|風は匂いを変える|KAZEWANIOIWOKAERU
2525|涙はいつも暖かい|NAMIDAWAIITSUMOATATAKAI
2526|浮世をのせてくる|UKIYOWONOSETEKURU
2527|沈殿|CHINDEN
2528|青い海の上の柔らかなソファ|AOIUMINOUENOYAWAKANASOFA
2529|憐憫|RENMIN
2530|怠惰な日々|TAIDANAHIBI
2531|恨みの眼差し|URAMINOMANAZASHI
2532|魂の匂う風|TAMASHIINONIOUKAZE
2533|意志の図案|ISHINOZUAN
2534|青い静かな日常|AOISHIZUKANANICHIJOU
2535|感情の共存|KANJOUNOKYOZON
2536|あっぱれ妙案|APPAREMYOAN
2537|白い花が多い年は晴れが多い|SHIROIHANA GAOOTOTOSHIWAHAREGAOOI
2538|赤い花が多い年は雨が多い|AKAIHANA GAOOTOTOSHIWAAMEGAOOI
2539|人身御供|HITOMIGOKU
2540|異国の王子|IKOKUNOOUJI
2541|月に吠える|TSUKINIHOERU
2542|最初から白紙だった|SAISHOKARAHAKUSHI DATTA
2543|僕の頭の中みたいに|BOKUNOATAMANONAKAMITAINI
2544|楽譜のリピート記号のように|GAKUFUNORIPI-TOKIGOUNO YOUNI
2545|あなたも歳をとるんだね|ANATAMOTOSHIOTORUNDANE
2546|マイナス×マイナス=+|MAINASUKAKERUMAINASUWAPURASU
2547|俺の人生にセメントをざあっと流し込んで|ORENOJINSEINISEMENTOWOZAATTONAGASHIKONDE
2548|映画が始まる時のように|EIGAGAHJIMARUTOKINO YOUNI
2549|懺悔の刃|ZANGENOYAIBA
2550|幻覚の魔睡|GENKAKUNOMASUI
2551|病める魂|YAMERUTAMASHII
2552|ゆくゆく涙を流し|YUKUYUKUNAMIDAWONAGASHI
2553|青い粉雪|AOIKONAYUKI
2554|感傷のはらわた|KANSHOUNOHARAWATA
2555|稟議|RINGI
2556|捺印|NATSUIN
2557|決裁|KESSAI
2558|忖度|SONTAKU
2559|前例主義|ZENREISHUGI
2560|根回し|NEMAWASHI
2561|膠着|KOUCHAKU
2562|区画整理|KUKAKUSEIRI
2563|地上げ|JIAGE
2564|鉄骨|TEKKOTSU
2565|瓦礫|GAREKI
2566|嵩上げ|KASAAGE
2567|埠頭|FUTOU
2568|更地|SARACHI
2569|可処分所得|KASHOBUNSHOTOKU
2570|不良債権|FURYOUSAIKEN
2571|催促|SAISOKU
2572|誤差|GOSA
2573|妥協|DAKYOU
2574|均衡|KINKOU
2575|無機質|MUKISHITSU
2576|軋轢|ATSUREKI
2577|閉塞感|HEISOKUKAN
2578|残響|ZANKYOU
2579|議事録|GIJIROKU
2580|防波堤|BOUHATEI
2581|埋立地|UMETATECHI
2582|焼却炉|SHOUKYAKURO
2583|送電線|SOUDENSEN
2584|規格外|KIKAKUGAI
2585|月報|GEPPOU
2586|取締役会|TORISHIMARIYAKUKAI
2587|稟議書|RINGISHO
2588|捺印|NATSUIN
2589|決裁|KESSAI
2590|忖度|SONTAKU
2591|前例主義|ZENREISHUGI
2592|根回し|NEMAWASHI
2593|膠着|KOUCHAKU
2594|左遷|SASEN
2595|窓際|MADOGIWA
2596|同期|DOUKI
2597|派閥|HABATSU
2598|出向|SHUKKOU
2599|議事録|GIJIROKU
2600|予算|YOSAN
2601|経費|KEIHI
2602|減価償却|GENKASHOUKYAKU
2603|知財|CHIZAI
2604|特許|TOKKYO
2605|監査|KANSA
2606|社訓|SHAKUN
2607|不文律|FUBUNRITSU
2608|朝礼|CHOUREI
2609|報連相|HOURENSOU
2610|二日酔い|FUTSUKAYOI
2611|残業|ZANGYOU
2612|過労|KAROU
2613|達成感|TASSEIKAN
2614|疎外感|SOGAIKAN
2615|無機質|MUKISHITSU
2616|軋轢|ATSUREKI
2617|閉塞感|HEISOKUKAN
2618|残響|ZANKYOU
2619|形骸化|KEIGAIKA
2620|玉虫色|TAMAMUSHIIRO
2621|建前|TATEMAE
2622|本音|HONNE
2623|妥協|DAKYOU
2624|均衡|KINKOU
2625|凪|NAGI
2626|時化|SHIKE
2627|風紋|FUUMON
2628|驟雨|SHUUU
2629|天泣|TENKYUU
2630|彩雲|SAIUN
2631|月暈|GETSURIN
2632|日暈|HIKASA
2633|光柱|KOUCHUU
2634|蜃気楼|SHINKIROU
2635|陽炎|KAGEROU
2636|薄明光線|HAKUMEIKOUSEN
2637|空梅雨|KARATSUYU
2638|フェーン現象|FE-NNGENSHOU
2639|逆転層|GYAKUTENSOU
2640|過冷却|AKYAKU
2641|結露|KETSUR
2642|霜柱|SHIMOBASHIRA
2643|ダイヤモンドダスト|DAIYAMONDODASUTO
2644|オーロラ|O-RORA
2645|磁気嵐|JIKIARASHI
2646|太陽フレア|TAIYOUFUREA
2647|プロミネンス|PUROMINENSU
2648|黒点|KOKUTEN
2649|超新星|CHOUSHINSEI
2650|重力波|JUURYOKUHA
2651|事象の地平線|JISHOU NO CHIHEISEN
2652|特異点|TOKUITE
2653|ワームホール|WA-MUHO-RU
2654|潮汐|CHOUSEKI
2655|朔望|SAKUBOU
2656|黄道|KOUDOU
2657|天頂|TENCHOU
2658|天底|TENTEI
2659|下拵え|SHITAGOSHIRAE
2660|灰汁|AKU
2661|隠し包丁|KAKUSHIBOUCHOU
2662|煮凝り|NIKOGORI
2663|低温調理|TEIONCHOURI
2664|燻製|KUNSEI
2665|発酵|HAKKOU
2666|熟成|JUKUSEI
2667|共喰い|TOMOGUI
2668|旬|SHUN
2669|名残|NAGORI
2670|走り|HASHIRI
2671|旨味|UMAMI
2672|雑味|ZATSUMI
2673|喉越し|NODOGOSHI
2674|舌触り|SHITAZAWARI
2675|残り香|NOKORIGA
2676|一口|HITOKUCHI
2677|満腹|MANPUKU
2678|空腹|KUUFUKU
2679|レシピ|RESHIPI
2680|まかない|MAKANAI
2681|毒味|DOKUMI
2682|つまみ食い|TSUMAMIGUI
2683|スパイス|SUPAISU
2684|隠し味|KAKUSIAJI
2685|賞味期限|SHOUMIKIGEN
2686|防腐剤|BOUFUZAI
2687|真空パック|SHINKUUPAKKU
2688|フリーズドライ|FURI-ZUDORAI
2689|既視感|KISHIKAN
2690|未視感|MISHIKAN
2691|共感覚|KYOUKANKAKU
2692|ゲシュタルト崩壊|GESUTARUTOHOUKAI
2693|カリギュラ効果|KARIGYURAKOUKA
2694|プラシーボ|PURASHI-BO
2695|認知的不協和|NINCHITEKIFUKYOUWA
2696|偶像|GUUZOU
2697|残滓|ZANSHI
2698|原風景|GENFUUKEI
2699|深層心理|SHINSOUSHINRI
2700|条件反射|JOUKENHANSHA
2701|トラウマ|TORAUMA
2702|フラッシュバック|FURASSHUBAKKU
2703|抑圧|YOKUATSU
2704|投影|TOUEI
2705|昇華|SHOUKA
2706|退行|TAIKOU
2707|愛憎|AIZOU
2708|執着|SHUUCHAKU
2709|渇望|KATSUBOU
2710|諦観|TEIKAN
2711|無常|MUJOU
2712|刹那|SETSUNA
2713|永遠|EIEN
2714|因果|INGA
2715|宿業|SHUKUGOU
2716|輪廻|RINNE
2717|解脱|GEDATSU
2718|ペルソナ|PERUSONA
2719|アニマ|ANIMA
2720|エゴ|EGO
2721|イド|IDO
2722|超自我|CHOUJIGA
2723|活版印刷|KAPPANINSATSU
2724|謄写版|TOUSHABAN
2725|ブリキ|BURIKI
2726|白黒テレビ|SHIROKUROTEREBI
2727|真空管|SHINKUUKAN
2728|トランジスタラジオ|TORANJISUTARAJIO
2729|ダイヤル式電話|DAIYARUSHIKIDENWA
